40.4083785,-3.6919017,40.4087152,-3.6915912,40.408856,-3.6916464,40.4083785,-3.6919017,40.408856,-3.6916464,40.4087152,-3.6915912,40.4089158
40.4063106,-3.6920117,40.4049228,-3.690624,40.4048955,-3.6906281,40.4049688,-3.6906002,40.4048955,-3.6906281,40.4048955,-3.6906281,40.4049912
40.407064,-3.6885823,40.4068974,-3.6886285,40.407064,-3.6885823,40.4072298,-3.6888917,40.4073157,-3.6890284,40.4087382,-3.6913668,40.4087208
40.4070373,-3.6894713,40.4072314,-3.6897188,40.4078027,-3.6903988,40.4072314,-3.6897188,40.4078027,-3.6903988,40.4075736,-3.6900991,40.4081013
40.4063106,-3.6920117,40.4082158,-3.6916573,40.4076578,-3.6926978,40.4076578,-3.6926978,40.4077166,-3.692081,40.4077533,-3.6917965,40.4077533
40.407064,-3.6885823,40.4064602,-3.6866622,40.4066672,-3.6875582,40.4065972,-3.6872704,40.4066672,-3.6875582,40.4068899,-3.6882241,40.4065375
40.4070373,-3.6894713,40.4070373,-3.6894713,40.4068346,-3.6892182,40.4068346,-3.6892182,40.4070373,-3.6894713,40.4070373,-3.6894713,40.4069649
40.4070373,-3.6894713,40.4074516,-3.6893954,40.4070695,-3.6897864,40.4075159,-3.689337,40.4076094,-3.6892438,40.4074869,-3.6888515,40.4075408
40.407064,-3.6885823,40.407064,-3.6885823,40.4067944,-3.6886691,40.407064,-3.6885823,40.4072298,-3.6888917,40.4073157,-3.6890284,40.4087382
40.4060904,-3.6917664,40.4060904,-3.6917664,40.4060497,-3.6918282,40.4051745,-3.6908774,40.4060497,-3.6918282,40.4051256,-3.6908832,40.4060274
40.4060904,-3.6917664,40.407177,-3.6934378,40.4069324,-3.6932516,40.4071969,-3.6931957,40.4077258,-3.6927998,40.4077258,-3.6927998,40.4072681
40.4070373,-3.6894713,40.4071758,-3.6896499,40.4071758,-3.6896499,40.4076094,-3.6892438,40.4080961,-3.6899734,40.4081184,-3.6900103,40.4094693
40.4083785,-3.6919017,40.4083785,-3.6919017,40.4083785,-3.6919017,40.4072314,-3.6897188,40.4085298,-3.6914031,40.4084496,-3.692624,40.4086273
40.4078027,-3.6903988,40.4075736,-3.6900991,40.4084158,-3.6911765,40.4075736,-3.6900991,40.4084158,-3.6911765,40.4078027,-3.6903988,40.4075736
40.4083785,-3.6919017,40.408856,-3.6916464,40.4084499,-3.6917331,40.4086413,-3.6915959,40.4087152,-3.6915912,40.4089158,-3.6917035,40.4089158
40.4060425,-3.6912126,40.4063967,-3.690385,40.40569,-3.6908316,40.4063967,-3.690385,40.4060414,-3.6900182,40.4063967,-3.690385,40.4060425
