40.4083785,-3.6919017,40.408008,-3.6908978,40.4082393,-3.6912559,40.4080194,-3.6912347,40.4080194,-3.6912347,40.4080194,-3.6912347,40.4075082
40.407064,-3.6885823,40.4068974,-3.6886285,40.4067944,-3.6886691,40.407064,-3.6885823,40.4081044,-3.6885842,40.4081044,-3.6885842,40.4093015
40.4071801,-3.6929402,40.4071801,-3.6929402,40.4074909,-3.693828,40.4059263,-3.699326,40.4068446,-3.6959319,40.4074909,-3.693828,40.4070857
40.4083785,-3.6919017,40.408788,-3.6916083,40.4089158,-3.6917035,40.4089279,-3.6923245,40.4089279,-3.6923245,40.4089742,-3.6922466,40.4090059
40.4083785,-3.6919017,40.408788,-3.6916083,40.4089158,-3.6917035,40.4086413,-3.6915959,40.408788,-3.6916083,40.4089158,-3.6917035,40.4090192
40.4083785,-3.6919017,40.4082393,-3.6912559,40.4082904,-3.6913665,40.408008,-3.6908978,40.4082904,-3.6913665,40.408008,-3.6908978,40.4083785
40.4071801,-3.6929402,40.4071859,-3.6935186,40.4071859,-3.6935186,40.4061793,-3.6918613,40.406254,-3.6917967,40.406254,-3.6917967,40.4063156
40.407064,-3.6885823,40.4072298,-3.6888917,40.407064,-3.6885823,40.407064,-3.6885823,40.4068974,-3.6886285,40.407064,-3.6885823,40.407064
40.4078027,-3.6903988,40.4072314,-3.6897188,40.4082904,-3.6913665,40.408008,-3.6908978,40.4079054,-3.690978,40.4079054,-3.690978,40.4078738
40.4060904,-3.6917664,40.4071801,-3.6929402,40.4071801,-3.6929402,40.4072302,-3.692866,40.4063156,-3.6918571,40.4063156,-3.6918571,40.4063156
40.4078027,-3.6903988,40.4085298,-3.6914031,40.4085298,-3.6914031,40.4075736,-3.6900991,40.4072314,-3.6897188,40.4070373,-3.6894713,40.4070373
40.4078027,-3.6903988,40.4078027,-3.6903988,40.4072314,-3.6897188,40.4070373,-3.6894713,40.4072314,-3.6897188,40.4078234,-3.6905994,40.4083427
40.4083785,-3.6919017,40.4083785,-3.6919017,40.4083785,-3.6919017,40.4082393,-3.6912559,40.408008,-3.6908978,40.408008,-3.6908978,40.4083427
40.407064,-3.6885823,40.4081044,-3.6885842,40.4085622,-3.6886505,40.408001,-3.6887027,40.4094693,-3.6887986,40.4094693,-3.6887986,40.4081184
40.4060904,-3.6917664,40.4055515,-3.6911597,40.4049912,-3.6905522,40.4071801,-3.6929402,40.4071638,-3.6930528,40.4070857,-3.6932956,40.407177
40.4078027,-3.6903988,40.4078027,-3.6903988,40.4072314,-3.6897188,40.4078027,-3.6903988,40.4072314,-3.6897188,40.4072314,-3.6897188,40.4075736
40.4078027,-3.6903988,40.4077184,-3.6932489,40.4084496,-3.692624,40.4085844,-3.692404,40.4086637,-3.6920877,40.4086284,-3.6916883,40.4080086
40.4083785,-3.6919017,40.4083678,-3.6919708,40.4083785,-3.6919017,40.408008,-3.6908978,40.4083427,-3.691512,40.4087382,-3.6913668,40.4080281
40.4083785,-3.6919017,40.4085701,-3.6916222,40.4087152,-3.6915912,40.408856,-3.6916464,40.4083785,-3.6919017,40.4078234,-3.6905994,40.4082904
40.4068346,-3.6892182,40.4070373,-3.6894713,40.4068346,-3.6892182,40.4066868,-3.6889917,40.4066868,-3.6889917,40.406622,-3.6887964,40.4063745
40.4060425,-3.6912126,40.4063967,-3.690385,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425
40.4071801,-3.6929402,40.4061793,-3.6918613,40.4071859,-3.6935186,40.4069324,-3.6932516,40.4071533,-3.6933608,40.4070857,-3.6932956,40.4071638
40.4060904,-3.6917664,40.4071533,-3.6933608,40.4071722,-3.6936262,40.4071859,-3.6935186,40.4074909,-3.693828,40.4073801,-3.6940361,40.4068446
40.4083785,-3.6919017,40.4085052,-3.6916687,40.4086413,-3.6915959,40.408788,-3.6916083,40.4089158,-3.6917035,40.4090192,-3.6919613,40.4090059
40.4060425,-3.6912126,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425,-3.6912126,40.4060414
40.4060904,-3.6917664,40.4055538,-3.6910646,40.4048718,-3.6903181,40.40619,-3.6917339,40.40619,-3.6917339,40.406254,-3.6917967,40.406254
40.4078027,-3.6903988,40.4078027,-3.6903988,40.4072314,-3.6897188,40.4071758,-3.6896499,40.4071758,-3.6896499,40.4074516,-3.6893954,40.4075426
40.407064,-3.6885823,40.4064334,-3.6872674,40.4066472,-3.6877638,40.4068899,-3.6882241,40.4068899,-3.6882241,40.4065145,-3.686932,40.4066672
40.4083785,-3.6919017,40.4086413,-3.6915959,40.408788,-3.6916083,40.4089158,-3.6917035,40.4086413,-3.6915959,40.408788,-3.6916083,40.4089158
40.407064,-3.6885823,40.407845,-3.6885849,40.4081044,-3.6885842,40.4094709,-3.6885925,40.40914,-3.6873883,40.4091094,-3.6874299,40.4095859
40.4063106,-3.6920117,40.4063106,-3.6920117,40.4061893,-3.6920063,40.4062391,-3.6919947,40.4063106,-3.6920117,40.4063106,-3.6920117,40.4070857
40.407064,-3.6885823,40.407064,-3.6885823,40.4067944,-3.6886691,40.407064,-3.6885823,40.4069799,-3.6884235,40.4072029,-3.6884782,40.4072962
40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425,-3.6912126,40.4060414,-3.6900182,40.4060425
40.4063106,-3.6920117,40.4071801,-3.6929402,40.407177,-3.6934378,40.407177,-3.6934378,40.4071722,-3.6936262,40.4071722,-3.6936262,40.4055515
40.4071801,-3.6929402,40.4063106,-3.6920117,40.4071722,-3.6936262,40.4071722,-3.6936262,40.4071722,-3.6936262,40.4055515,-3.6911597,40.4049782
40.4068346,-3.6892182,40.4071758,-3.6896499,40.4076094,-3.6892438,40.4075705,-3.6891362,40.407181,-3.6884504,40.4072386,-3.6885008,40.4073303
40.4078027,-3.6903988,40.4078027,-3.6903988,40.4072314,-3.6897188,40.408008,-3.6908978,40.4078439,-3.6909833,40.4078765,-3.6909934,40.408008
40.4060904,-3.6917664,40.4061793,-3.6918613,40.406106,-3.6919368,40.406106,-3.6919368,40.406106,-3.6919368,40.406106,-3.6919368,40.406106
40.4078027,-3.6903988,40.4075898,-3.6934206,40.4080086,-3.6929987,40.4085289,-3.6925222,40.4086273,-3.6922699,40.4086624,-3.6918887,40.4085298
40.4063106,-3.6920117,40.4063106,-3.6920117,40.4071722,-3.6936262,40.4071859,-3.6935186,40.4071533,-3.6933608,40.4071859,-3.6935186,40.407177
